"TYP";"ID";"WOJEWODZTWO";"POWIAT";"GMINA";"TERC";"MIEJSCOWOSC";"SIMC";"NAZWA_PELNA_STAND";"ULIC";"NR_PORZADKOWY";"X92";"Y92"
"AP";"6387839";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"55";"753042";"190451"
"AP";"6387839";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"57";"753063";"190363"
"AP";"6387839";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"58";"753076";"190371"
"AP";"6390753";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"59";"753220";"190259"
"AP";"6387839";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"46A";"752875";"190380"
"AP";"6384926";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"54A";"753077";"190589"
"AP";"6387839";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ROPIENKA";"0358339";"";"99999";"73";"752918";"190565"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"14";"755087";"188755"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"33";"755047";"188702"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"34";"755006";"188717"
"AP";"6402413";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"15";"755048";"188812"
"AP";"6402413";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"17";"754975";"188892"
"AP";"6402413";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"18";"754939";"188913"
"AP";"6399498";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"29";"754683";"189225"
"AP";"6399498";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"30";"754650";"189247"
"AP";"6399498";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"32";"754500";"189317"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"35";"754973";"188668"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"12";"755132";"188737"
"AP";"6405326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"36";"754954";"188664"
"AP";"6405325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"40";"754845";"188594"
"AP";"6408238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRELIKÓW";"0358210";"";"99999";"41";"754827";"188515"
"AP";"6411160";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"3";"757039";"188030"
"AP";"6408247";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"4";"757003";"188084"
"AP";"6408246";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"6";"756840";"188144"
"AP";"6408246";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"7";"756793";"188141"
"AP";"6408244";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"11";"756302";"188380"
"AP";"6408244";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"12";"756243";"188357"
"AP";"6405329";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"21";"755858";"188599"
"AP";"6405329";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"22";"755800";"188614"
"AP";"6408247";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LESZCZOWATE";"0358233";"";"99999";"5A";"756912";"188124"
"AP";"6550969";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"1";"751672";"176560"
"AP";"6553882";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"2B";"751724";"176369"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"3";"751690";"176692"
"AP";"6550969";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"3A";"751676";"176630"
"AP";"6550969";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"4";"751753";"176613"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"5";"751798";"176673"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"6";"751872";"176745"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"7";"751894";"176776"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"8";"751870";"176812"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"9";"751906";"176834"
"AP";"6545144";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"10";"752019";"176936"
"AP";"6545144";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"11";"752122";"176973"
"AP";"6542230";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"12";"751813";"177354"
"AP";"6542231";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"13";"752211";"177223"
"AP";"6539319";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"15";"752299";"177473"
"AP";"6539319";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"16";"752345";"177545"
"AP";"6539319";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"17";"752381";"177508"
"AP";"6536406";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"18";"752429";"177574"
"AP";"6536406";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"23";"752462";"177575"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"25";"752543";"177643"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"26";"752605";"177612"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"27";"752703";"177620"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"29";"752742";"177586"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"30";"752720";"177594"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"31";"752763";"177563"
"AP";"6536408";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"32";"752835";"177576"
"AP";"6536408";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"34";"752908";"177544"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"34A";"752888";"177470"
"AP";"6539323";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"36";"753332";"177299"
"AP";"6550969";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"2A";"751755";"176562"
"AP";"6545144";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"11A";"752070";"176911"
"AP";"6536406";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"18A";"752405";"177598"
"AP";"6542231";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"14";"752157";"177185"
"AP";"6536407";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"22";"752534";"177567"
"AP";"6548057";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"7A";"751961";"176771"
"AP";"6550969";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"4A";"751740";"176629"
"AP";"6542231";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"14A";"752160";"177188"
"AP";"6542231";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"14B";"752160";"177188"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"8A";"751835";"176811"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"6A";"751901";"176743"
"AP";"6548056";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"3B";"751686";"176675"
"AP";"6553882";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"2C";"751740";"176346"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"37";"752992";"177435"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"38";"753012";"177414"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"39";"753007";"177380"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"40";"753043";"177401"
"AP";"6542234";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"42";"752813";"177129"
"AP";"6548061";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"43";"753010";"176564"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"44";"752957";"177290"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"45";"753070";"177377"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"47";"753120";"177339"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"48";"753188";"177371"
"AP";"6536410";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"49";"753352";"177597"
"AP";"6536410";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"49A";"753299";"177544"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"50";"753255";"177365"
"AP";"6539322";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"51";"753233";"177290"
"AP";"6539326";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"64";"754027";"177155"
"AP";"6539323";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"53";"753345";"177340"
"AP";"6539323";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"56A";"753439";"177328"
"AP";"6539324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"54";"753518";"177321"
"AP";"6539324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"55";"753506";"177262"
"AP";"6539324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"56";"753573";"177246"
"AP";"6539324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"57";"753611";"177233"
"AP";"6536412";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"59";"753896";"177593"
"AP";"6536412";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"58";"753811";"177586"
"AP";"6539325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"62A";"753941";"177198"
"AP";"6539325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"62B";"753976";"177202"
"AP";"6539325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"62";"753912";"177201"
"AP";"6539325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"60";"753821";"177255"
"AP";"6539321";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"35A";"752949";"177498"
"AP";"6539324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁOBOZEW DOLNY";"0361637";"";"99999";"54A";"753568";"177293"
"AP";"6300449";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"18";"753916";"197992"
"AP";"6300449";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"19";"753936";"197978"
"AP";"6300449";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"20";"753955";"197964"
"AP";"6297534";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"22";"753391";"198122"
"AP";"6297533";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"23";"753243";"198141"
"AP";"6300446";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"TRZCIANIEC";"0361809";"";"99999";"24";"753227";"197956"
"AP";"6312108";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"2";"755476";"196708"
"AP";"6312108";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"3";"755494";"196626"
"AP";"6317937";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"22";"756166";"196012"
"AP";"6317937";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"23";"756224";"195995"
"AP";"6320850";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"32";"756273";"195945"
"AP";"6320850";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"27";"756179";"195837"
"AP";"6320850";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"25";"756135";"195888"
"AP";"6320850";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"26";"756169";"195913"
"AP";"6317937";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"20";"756083";"196050"
"AP";"6317937";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"23A";"756206";"195975"
"AP";"6320850";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"28";"756202";"195823"
"AP";"6326679";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"52";"756842";"195334"
"AP";"6326679";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"54";"756888";"195346"
"AP";"6326679";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"56";"756873";"195238"
"AP";"6326679";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"50";"756788";"195365"
"AP";"6326679";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKOWA";"0361761";"";"99999";"55B";"756971";"195307"
"AP";"6338325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"2";"755341";"194522"
"AP";"6338325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"6";"755249";"194526"
"AP";"6338325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"8";"755184";"194542"
"AP";"6338325";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"7";"755134";"194513"
"AP";"6341238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"20";"755105";"194289"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"28";"754743";"194183"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"29";"754739";"194222"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"31";"754693";"194186"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"33";"754646";"194148"
"AP";"6349980";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"56";"755847";"193317"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"26";"754797";"194120"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"32";"754673";"194169"
"AP";"6341236";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"NOWOSIELCE KOZICKIE";"0361695";"";"99999";"13";"754689";"194140"
"AP";"6347070";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"45";"756645";"193472"
"AP";"6347070";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"46";"756624";"193467"
"AP";"6347070";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"47";"756542";"193494"
"AP";"6347069";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"49";"756371";"193438"
"AP";"6347068";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"51";"756217";"193487"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"52";"756142";"193146"
"AP";"6349980";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"53";"755946";"193426"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"55";"756035";"193199"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"56";"756137";"193141"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"58";"756185";"193156"
"AP";"6352895";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"59";"756227";"193126"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"64";"756169";"193130"
"AP";"6338333";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"4";"757327";"194206"
"AP";"6338334";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"6";"757343";"194131"
"AP";"6338334";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"7";"757352";"194139"
"AP";"6338334";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"9";"757367";"194065"
"AP";"6344160";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"22";"757474";"193738"
"SZ";"";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"26";"757656";"193703"
"AP";"6344162";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"30";"757805";"193586"
"AP";"6347076";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"33";"758092";"193442"
"AP";"6347076";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"41";"758056";"193325"
"AP";"6347070";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"42";"756726";"193491"
"AP";"6352894";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"60";"756177";"193143"
"AP";"6349980";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"CHWANIÓW";"0361821";"";"99999";"53A";"755924";"193445"
"AP";"6338334";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"WOJTKÓWKA";"0361815";"";"99999";"5";"757367";"194169"
"AP";"6347077";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"2";"758411";"193261"
"AP";"6349991";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"4";"758588";"193136"
"AP";"6349991";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"5";"758621";"193114"
"AP";"6349991";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"6";"758679";"193048"
"AP";"6349992";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"7";"758866";"192877"
