"TYP";"ID";"WOJEWODZTWO";"POWIAT";"GMINA";"TERC";"MIEJSCOWOSC";"SIMC";"NAZWA_PELNA_STAND";"ULIC";"NR_PORZADKOWY";"X92";"Y92"
"AP";"6352905";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"8";"758884";"192856"
"AP";"6352905";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"9";"758918";"192826"
"AP";"6352905";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"10";"758924";"192781"
"AP";"6352906";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"12";"759038";"192729"
"AP";"6358734";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"15";"759444";"192280"
"AP";"6355821";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"15A";"759412";"192312"
"AP";"6358734";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"18";"759496";"192233"
"AP";"6361649";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"28";"759848";"191934"
"AP";"6361649";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"29A";"760008";"191858"
"AP";"6361649";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"29";"759923";"191874"
"AP";"6347077";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"1";"758304";"193339"
"AP";"6349991";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"6A";"758659";"193068"
"AP";"6349999";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"63";"760643";"192855"
"AP";"6349999";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"64";"760671";"192880"
"AP";"6364563";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"30";"760173";"191567"
"AP";"6367477";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"52";"760433";"191206"
"AP";"6349999";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"JURECZKOWA";"0361583";"";"99999";"65";"760667";"192776"
"AP";"6411185";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"59";"763160";"187153"
"AP";"6405359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"72";"763243";"187581"
"AP";"6405359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"73";"763224";"187581"
"AP";"6405359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"74";"763212";"187619"
"AP";"6405358";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"79";"763093";"187650"
"AP";"6405358";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"85";"763098";"187655"
"AP";"6405357";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"93";"762787";"187835"
"AP";"6402444";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"99";"762750";"187869"
"AP";"6402443";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"103";"762548";"187898"
"AP";"6402443";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"109";"762437";"188116"
"AP";"6399529";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"117";"762271";"188265"
"AP";"6399528";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"122";"762001";"188400"
"AP";"6402443";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"104";"762521";"188106"
"AP";"6396614";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"124";"761863";"188565"
"AP";"6402443";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"101";"762580";"187951"
"AP";"6408272";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"71";"763236";"187453"
"AP";"6411187";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"43";"763650";"186992"
"AP";"6414101";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"24";"764019";"186873"
"AP";"6414101";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"27";"763899";"186878"
"AP";"6414101";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"26";"763945";"186821"
"AP";"6411188";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"34";"763902";"187159"
"AP";"6408275";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"37";"763850";"187256"
"AP";"6408275";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"38";"763870";"187225"
"AP";"6411188";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"39";"763861";"187195"
"AP";"6411187";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"46";"763600";"187031"
"AP";"6408275";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"36";"763856";"187334"
"AP";"6405358";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"LISKOWATE";"0361614";"";"99999";"19";"763043";"187592"
"AP";"6457779";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"DŹWINIACZ DOLNY";"0361531";"";"99999";"1";"759116";"183761"
"AP";"6454865";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"DŹWINIACZ DOLNY";"0361531";"";"99999";"2";"759017";"183806"
"AP";"6451948";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"DŹWINIACZ DOLNY";"0361531";"";"99999";"11";"757976";"184179"
"AP";"6451948";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"DŹWINIACZ DOLNY";"0361531";"";"99999";"12";"757939";"184195"
"AP";"6454866";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"2";"759249";"183779"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"4";"759362";"183710"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"4A";"759379";"183702"
"AP";"6457779";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"5";"759232";"183551"
"AP";"6454867";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"8";"759389";"183749"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"9";"759420";"183728"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"12";"759476";"183656"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"13";"759544";"183611"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"14";"759570";"183599"
"AP";"6457780";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"15";"759574";"183620"
"AP";"6457782";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"23";"759859";"183471"
"AP";"6460695";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"24";"759911";"183413"
"AP";"6460695";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"26";"760025";"183344"
"AP";"6460697";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"40";"760334";"183292"
"AP";"6460697";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"38A";"760304";"183261"
"SZ";"";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"41";"760413";"183194"
"AP";"6460697";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA";"0361666";"";"99999";"43";"760478";"183159"
"AP";"6460697";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"46";"760518";"183180"
"AP";"6437393";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"78";"760730";"185315"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"51";"760813";"183107"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"52";"760839";"183102"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"53";"760868";"183121"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"54";"761044";"183211"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"55";"760876";"183189"
"AP";"6457786";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"57";"760915";"183331"
"AP";"6460699";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"56";"760908";"183226"
"AP";"6454873";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"62";"760888";"183665"
"AP";"6454873";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"61";"760891";"183666"
"AP";"6454873";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"64";"760945";"183781"
"AP";"6451960";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"65";"760904";"183881"
"AP";"6451960";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"66";"760906";"183916"
"AP";"6451960";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"68";"760942";"184028"
"AP";"6449046";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"70";"760891";"184249"
"AP";"6437393";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"73";"760721";"185333"
"AP";"6434480";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"76";"760752";"185339"
"AP";"6434480";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"77";"760746";"185362"
"AP";"6434480";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"80B";"760719";"185364"
"AP";"6437393";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"81";"760724";"185299"
"AP";"6437393";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"85";"760719";"185294"
"AP";"6446133";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"71";"760900";"184409"
"AP";"6463611";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"50";"760739";"182966"
"AP";"6437393";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"75";"760732";"185320"
"AP";"6434480";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"77A";"760748";"185358"
"AP";"6434480";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"ŁODYNA ŁUG";"0361672";"";"99999";"80A";"760729";"185362"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"83";"761931";"181404"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"87";"761841";"181483"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"88";"761800";"181487"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"89";"761770";"181515"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"90";"761828";"181532"
"AP";"6475268";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"91";"761761";"181720"
"AP";"6463622";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"82";"763382";"182732"
"AP";"6466525";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"94";"760892";"182709"
"AP";"6478180";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"98";"761534";"181488"
"AP";"6484006";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"107";"761332";"181172"
"AP";"6484005";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"114";"761196";"181220"
"AP";"6486917";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"120";"760918";"180978"
"AP";"6466525";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"123";"760937";"182655"
"AP";"6466525";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"124A";"760968";"182624"
"AP";"6466526";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"125";"761004";"182602"
"AP";"6466526";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"126";"761023";"182578"
"AP";"6466525";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"131";"760911";"182684"
"AP";"6486918";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"112";"761141";"180980"
"AP";"6475268";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"128A";"761661";"181799"
"AP";"6472353";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"128";"761410";"182096"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"92A";"761628";"181640"
"AP";"6466525";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"124";"760970";"182645"
"AP";"6478181";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"88A";"761826";"181458"
"AP";"6489832";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"3";"761284";"180674"
"AP";"6481094";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"15";"761746";"181199"
"AP";"6481094";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"18";"761807";"181233"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"19";"761827";"181194"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"21";"761854";"181198"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"22";"761836";"181264"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"23";"761885";"181271"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"24";"761925";"181255"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"25";"761912";"181285"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"26";"761952";"181270"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"26A";"761941";"181283"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"28";"762020";"181255"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"30";"762023";"181317"
"AP";"6486919";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"121";"761474";"180884"
"AP";"6481096";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"137";"762126";"181299"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"139";"762058";"181274"
"AP";"6481096";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"141";"762084";"181285"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"36A";"761975";"181224"
"AP";"6481096";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"140";"762152";"181267"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"28B";"761945";"181346"
"AP";"6475271";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"51";"762564";"181642"
"AP";"6475271";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"52";"762621";"181613"
"AP";"6475271";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"53";"762600";"181644"
"AP";"6472359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"64";"762792";"181837"
"AP";"6472360";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"67";"762922";"181935"
"AP";"6472360";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"70";"762929";"182002"
"AP";"6469447";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"71";"762982";"182047"
"AP";"6469446";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"74";"762899";"182171"
"AP";"6469446";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"75";"762803";"182190"
"AP";"6469446";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"76A";"762775";"182227"
"AP";"6469447";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"78";"762984";"182227"
"AP";"6466526";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"45";"761094";"182549"
"AP";"6472359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"65";"762819";"181889"
"AP";"6463619";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"80";"762680";"182627"
"AP";"6469446";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"76";"762753";"182243"
"AP";"6472359";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"65A";"762860";"181848"
"AP";"6481095";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"36";"761948";"181213"
"AP";"6469447";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"BRZEGI DOLNE";"0361519";"";"99999";"78A";"762987";"182230"
"AP";"6417018";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"49";"764779";"186526"
"AP";"6417018";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"53";"764853";"186398"
"AP";"6419932";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"59";"765000";"186128"
"AP";"6419932";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"50";"765057";"186282"
"AP";"6434497";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"101A";"764977";"184891"
"AP";"6434497";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"103";"764974";"184888"
"AP";"6437411";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"105";"765192";"184748"
"AP";"6437411";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"107";"765187";"184676"
"AP";"6437411";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"109";"765181";"184603"
"AP";"6440324";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"112";"765181";"184320"
"AP";"6443238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"120";"765236";"184114"
"AP";"6443238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"122";"765237";"184077"
"AP";"6443238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"124";"765279";"184053"
"AP";"6449065";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"152";"765501";"183529"
"AP";"6443238";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"121";"765212";"184066"
"AP";"6451977";"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"1801085";"KROŚCIENKO";"0361608";"";"99999";"164";"765362";"183426"
