"21E11'31""";"51N22'19""";1463011
"19E23'47""";"53N14'45""";0402011
"21E14'54""";"51N09'19""";1425034
"22E16'21""";"52N10'27""";1210062
"21E33'08""";"52N17'02""";1013025
"21E34'42""";"52N10'10""";1412011
"21E36'26""";"51N47'36""";1403021
"21E57'31""";"51N58'07""";0611021
"18E34'11""";"51N13'52""";1017094
"19E56'33""";"52N07'01""";1005011
"20E28'22""";"51N48'56""";1013024
"21E18'01""";"52N22'10""";1434125
"22E42'09""";"50N31'18""";0602011
"23E16'38""";"50N43'32""";0410055
"16E13'33""";"51N12'11""";0209042
"16E28'38""";"53N02'33""";3002074
"16E51'46""";"52N19'51""";3021072
"17E01'06""";"52N20'42""";3064011
"16E15'35""";"52N30'34""";3024064
"16E58'57""";"52N20'46""";3064011
"17E07'02""";"51N08'55""";0264011
"16E58'37""";"52N25'46""";3064011
"16E13'02""";"51N23'53""";0211011
"16E19'52""";"51N48'21""";0812034
"17E04'42""";"52N20'15""";3021062
"16E50'01""";"52N29'51""";1206022
"18E09'29""";"53N08'53""";0461011
"18E06'01""";"52N48'15""";0407074
"18E03'33""";"53N10'09""";0461011
"20E10'52""";"53N14'17""";2803011
"17E59'26""";"54N07'25""";2206011
"17E58'29""";"54N07'36""";2206011
"18E24'40""";"54N43'18""";2211031
"18E46'57""";"54N05'57""";2214011
"20E48'16""";"54N15'44""";2801011
"15E46'54""";"50N49'48""";0206072
"17E14'12""";"53N32'38""";2203044
"21E33'33""";"53N47'34""";2810024
"18E41'01""";"53N01'25""";0463011
"18E54'15""";"53N08'52""";0405044
"18E37'18""";"53N05'23""";0415062
"23E11'23""";"53N08'25""";2061011
"23E04'54""";"53N09'42""";2061011
"21E00'59""";"52N14'35""";1465011
"21E08'32""";"54N10'12""";2808044
"21E00'57""";"52N13'57""";1465011
"22E38'52""";"51N46'35""";0615011
"22E54'10""";"51N38'28""";3017072
"20E20'58""";"50N28'43""";1216065
"20E56'59""";"52N17'14""";1465011
"20E06'48""";"52N46'57""";1420021
"20E18'56""";"50N37'22""";2602024
"21E21'59""";"50N57'04""";2607011
"19E49'29""";"54N22'52""";2802011
"20E38'51""";"50N50'51""";2661011
"20E40'27""";"50N53'41""";2661011
"21E02'00""";"52N14'02""";1465011
"21E00'23""";"52N15'13""";1465011
"14E27'24""";"53N26'00""";3211012
"15E26'49""";"51N32'56""";0810054
"14E28'45""";"53N29'57""";3211045
"14E44'42""";"54N01'28""";3207014
"19E38'23""";"51N43'40""";1006022
"20E59'19""";"52N14'40""";1465011
"21E08'43""";"54N02'52""";2808054
"22E52'33""";"51N18'09""";0610034
"18E05'41""";"52N15'04""";3010014
"22E36'06""";"51N14'25""";0663011
"16E59'03""";"52N45'26""";3016024
"17E02'32""";"51N14'19""";0220042
"22E38'40""";"51N14'16""";0663011
"20E56'17""";"52N11'23""";1465011
"21E58'12""";"51N19'31""";0614044
"22E21'58""";"51N06'33""";0609102
"20E53'40""";"53N15'09""";1422024
"19E30'31""";"51N10'13""";1812012
"21E03'12""";"52N14'17""";1465011
"21E01'00""";"52N04'50""";1418044
"20E58'04""";"52N04'56""";1418032
"21E00'48""";"52N13'15""";1465011
"19E46'55""";"51N23'16""";0208065
"21E01'01""";"52N13'05""";1465011
"18E42'54""";"53N03'27""";0415042
"18E40'10""";"54N42'15""";2211021
"19E43'09""";"52N32'39""";1462011
"21E09'51""";"51N24'46""";1463011
"17E59'22""";"51N42'09""";3017024
"15E48'19""";"52N14'52""";0808064
"17E55'38""";"53N04'06""";0403012
"21E08'28""";"51N27'33""";1463011
"20E00'49""";"51N31'48""";1016011
"21E13'18""";"52N20'51""";1434124
"21E08'03""";"52N12'54""";1465011
"16E57'48""";"51N46'08""";3004034
"21E36'54""";"51N53'49""";1403011
"16E52'03""";"51N36'50""";3022054
"18E21'55""";"54N36'03""";2215011
"18E58'04""";"51N35'52""";1019011
"21E00'00""";"52N13'37""";1465011
"20E08'16""";"54N06'44""";2809054
"20E55'54""";"52N10'17""";1465011
"18E48'11""";"54N36'28""";2211011
"18E36'55""";"52N10'52""";0209032
"20E55'33""";"52N11'41""";1465011
"23E15'53""";"50N42'53""";0410055
"20E10'00""";"51N13'55""";1007082
"19E22'42""";"49N53'27""";2417102
"19E05'46""";"49N29'20""";2417112
"19E23'08""";"54N10'48""";2861011
"21E01'01""";"52N14'20""";1465011
"19E33'40""";"49N57'57""";1218062
"20E01'35""";"49N28'42""";1211011
"23E19'32""";"50N20'00""";1809055
"21E24'33""";"50N03'05""";1803011
"19E06'56""";"50N50'21""";2464011
"19E05'05""";"50N48'51""";2464011
"22E09'24""";"49N30'32""";1817052
"19E11'55""";"50N18'44""";2475011
"18E53'29""";"50N10'18""";2408021
"21E57'17""";"50N12'34""";1816065
"18E57'56""";"50N11'18""";2469011
"19E14'02""";"50N13'35""";2468011
"18E40'42""";"50N12'54""";2405011
"18E57'21""";"49N32'44""";2403092
"21E17'13""";"50N15'56""";1811102
"22E20'08""";"50N01'08""";1810052
"18E33'50""";"50N13'02""";0212055
"18E37'26""";"50N14'57""";2405042
"22E02'13""";"49N57'21""";1816144
"18E48'33""";"53N01'00""";0415072
"18E27'29""";"54N30'02""";2262011
"18E40'14""";"50N07'35""";2412015
"18E43'27""";"50N13'27""";1218102
"18E49'47""";"50N25'14""";2413041
"19E55'15""";"50N04'48""";1261011
"19E55'25""";"49N59'38""";1261011
"20E17'41""";"50N11'25""";1214054
"22E46'30""";"50N16'20""";1814022
"20E30'03""";"54N17'31""";2801052
"21E47'50""";"49N36'05""";1807034
"21E52'31""";"49N34'18""";1807084
"22E01'09""";"49N41'37""";1802014
"21E32'34""";"49N36'39""";1805072
"21E41'07""";"49N34'01""";1807024
"21E36'44""";"50N03'11""";1815034
"22E26'52""";"49N23'54""";1821052
"21E44'02""";"49N42'02""";3021105
"21E09'09""";"49N39'53""";1205011
"20E59'47""";"52N13'03""";1465011
"21E00'23""";"52N13'58""";1465011
"17E41'57""";"51N34'19""";3017034
"17E38'47""";"50N35'53""";1609122
"19E25'58""";"54N08'44""";2861011
"22E42'56""";"50N04'00""";2004032
"22E28'50""";"49N41'11""";1813012
"22E42'08""";"50N01'48""";1804011
"22E00'54""";"50N03'11""";1863011
"21E45'44""";"50N14'34""";1806024
"21E38'00""";"49N54'51""";1819052
"22E18'09""";"50N10'37""";1810072
"22E13'57""";"49N53'59""";1816072
"22E06'01""";"49N53'11""";1816024
"21E50'35""";"50N10'52""";1806025
"21E58'57""";"50N01'43""";1863011
"22E00'12""";"50N02'04""";1863011
"21E26'03""";"49N48'22""";1805054
"20E36'24""";"49N58'14""";1202024
"20E54'24""";"50N06'37""";1216155
"21E25'59""";"50N03'26""";1803011
"21E23'46""";"50N10'29""";1811075
"19E27'09""";"54N23'07""";2210011
"15E49'14""";"52N50'33""";0806024
"18E45'25""";"54N05'26""";2214011
"15E42'48""";"50N53'18""";0261011
"15E34'13""";"51N16'16""";0201011
"18E23'27""";"53N13'08""";0404072
"18E23'47""";"52N53'12""";0407034
"20E59'39""";"52N11'27""";1465011
"15E20'18""";"50N55'13""";0210021
"17E30'33""";"51N58'49""";1812022
"16E44'28""";"52N21'05""";3021052
"17E51'45""";"51N37'54""";3017042
"17E29'55""";"51N57'47""";1812022
"18E07'52""";"51N45'28""";3061011
"18E30'12""";"52N23'06""";3010104
"17E56'33""";"52N51'58""";0419014
"21E01'37""";"52N18'29""";1465011
"18E16'09""";"52N17'03""";1008072
"18E54'06""";"52N50'14""";0401031
"16E07'51""";"52N06'29""";3029034
"21E01'26""";"52N05'04""";1418044
"16E42'34""";"53N41'12""";3215011
"18E47'30""";"50N21'52""";2478011
"15E54'53""";"51N07'22""";0226021
"16E09'36""";"51N11'37""";0262011
"20E37'49""";"52N07'39""";1405045
"18E10'34""";"52N21'57""";3010044
"21E03'55""";"52N13'51""";1465011
"16E54'26""";"52N59'35""";3001011
"21E04'59""";"52N09'48""";1465011
"17E11'07""";"52N48'22""";3028011
"19E45'06""";"53N30'15""";2807021
"21E02'52""";"52N09'26""";1465011
"16E57'11""";"52N27'29""";3064011
"17E37'30""";"52N32'25""";3003011
"16E24'44""";"52N18'42""";3015054
"22E22'41""";"51N54'58""";0611011
"18E53'50""";"53N09'06""";0405044
"14E31'29""";"53N25'59""";3262011
"14E26'00""";"53N54'52""";3207044
"15E02'24""";"53N19'39""";3214011
"16E57'11""";"53N41'17""";0408092
"16E40'08""";"54N21'28""";1425122
"18E30'12""";"52N33'03""";0411054
"16E39'15""";"50N43'29""";0202021
"16E16'55""";"50N49'02""";0265011
"16E38'50""";"50N44'05""";0202021
"16E22'19""";"50N41'04""";0221054
"16E52'41""";"50N20'14""";0208084
"16E21'40""";"50N44'39""";0811102
"21E03'19""";"52N07'51""";1465011
"20E59'54""";"52N14'35""";1465011
"20E40'24""";"50N53'36""";2661011
"22E38'40""";"51N14'16""";0663011
"19E01'43""";"52N24'14""";0418064
"16E54'01""";"51N28'23""";0220064
"16E07'50""";"52N06'30""";3029034
"15E37'14""";"52N05'42""";1206052
"20E37'27""";"52N07'02""";1405044
"15E18'04""";"51N36'44""";0810021
"23E14'00""";"53N13'59""";2002134
"18E04'49""";"52N58'17""";0403052
"18E01'35""";"53N00'59""";0403052
"17E35'15""";"53N41'31""";2202011
"21E04'54""";"52N10'15""";1465011
"18E00'20""";"53N06'23""";0461011
